sample_accession,specimen_types,tissue_type
HRS040761,Patient Solid Tissue,Tumor
HRS040762,Peritumoral,Normal
HRS040763,Patient Solid Tissue,Tumor
HRS040764,Peritumoral,Normal
HRS040765,Patient Solid Tissue,Tumor
HRS040766,Peritumoral,Normal
HRS040767,Patient Solid Tissue,Tumor
HRS040768,Peritumoral,Normal
HRS040769,Patient Solid Tissue,Tumor
HRS040770,Peritumoral,Normal
HRS040771,Patient Solid Tissue,Tumor
HRS040772,Peritumoral,Normal
HRS040773,Patient Solid Tissue,Tumor
HRS040774,Peritumoral,Normal
HRS040775,Patient Solid Tissue,Tumor
HRS040776,Peritumoral,Normal
HRS040777,Patient Solid Tissue,Tumor
HRS040778,Peritumoral,Normal
HRS040779,Patient Solid Tissue,Tumor
HRS040780,Peritumoral,Normal
HRS040781,Patient Solid Tissue,Tumor
HRS040782,Peritumoral,Normal
HRS040783,Patient Solid Tissue,Tumor
HRS040784,Peritumoral,Normal
HRS040785,Patient Solid Tissue,Tumor
HRS040786,Peritumoral,Normal
HRS040787,Patient Solid Tissue,Tumor
HRS040788,Peritumoral,Normal
HRS040789,Patient Solid Tissue,Tumor
HRS040790,Peritumoral,Normal
HRS040791,Patient Solid Tissue,Tumor
HRS040792,Peritumoral,Normal
HRS040793,Patient Solid Tissue,Tumor
HRS040794,Peritumoral,Normal
HRS040795,Patient Solid Tissue,Tumor
HRS040796,Peritumoral,Normal
HRS040797,Patient Solid Tissue,Tumor
HRS040798,Peritumoral,Normal
HRS040799,Patient Solid Tissue,Tumor
HRS040800,Peritumoral,Normal
HRS040801,Patient Solid Tissue,Tumor
HRS040802,Peritumoral,Normal
HRS040803,Patient Solid Tissue,Tumor
HRS040804,Peritumoral,Normal
HRS040805,Patient Solid Tissue,Tumor
HRS040806,Peritumoral,Normal
HRS040807,Patient Solid Tissue,Tumor
HRS1008013,Bone Marrow,Tumor
HRS1008014,Bone Marrow,Tumor
HRS1008015,Bone Marrow,Tumor
HRS1008016,Bone Marrow,Tumor
HRS1008017,Bone Marrow,Tumor
HRS1008018,Bone Marrow,Tumor
HRS1008019,Bone Marrow,Tumor
HRS1008020,Bone Marrow,Tumor
HRS1008021,Bone Marrow,Tumor
HRS1008022,Bone Marrow,Tumor
HRS1008023,Bone Marrow,Tumor
HRS1008024,Bone Marrow,Tumor
HRS1008025,Bone Marrow,Tumor
HRS1008026,Bone Marrow,Tumor
HRS1008027,Bone Marrow,Tumor
HRS1008028,Bone Marrow,Tumor
HRS1008029,Bone Marrow,Tumor
HRS1008030,Bone Marrow,Tumor
HRS1008031,Bone Marrow,Tumor
HRS1008032,Bone Marrow,Tumor
HRS1008033,Bone Marrow,Tumor
HRS1008034,Bone Marrow,Tumor
HRS1008035,Bone Marrow,Tumor
HRS1008036,Bone Marrow,Tumor
HRS1008037,Bone Marrow,Tumor
HRS1008038,Bone Marrow,Tumor
HRS1008039,Bone Marrow,Tumor
HRS1008040,Bone Marrow,Tumor
HRS1008041,Bone Marrow,Tumor
HRS1008042,Bone Marrow,Tumor
HRS1008043,Bone Marrow,Tumor
HRS1008044,Bone Marrow,Tumor
HRS1008045,Bone Marrow,Tumor
HRS1008046,Bone Marrow,Tumor
HRS1008047,Bone Marrow,Tumor
HRS1008048,Bone Marrow,Tumor
HRS1008049,Bone Marrow,Tumor
HRS1008050,Bone Marrow,Tumor
HRS1008051,Bone Marrow,Tumor
HRS1008052,Bone Marrow,Tumor
HRS1008053,Bone Marrow,Tumor
HRS1008054,Bone Marrow,Tumor
HRS1008055,Bone Marrow,Tumor
HRS1008056,Bone Marrow,Tumor
HRS1008057,Bone Marrow,Tumor
HRS1008058,Bone Marrow,Tumor
HRS1008059,Bone Marrow,Tumor
HRS1008060,Bone Marrow,Tumor
HRS1008061,Bone Marrow,Tumor
HRS1008062,Bone Marrow,Tumor
HRS1008063,Bone Marrow,Tumor
HRS1008064,Bone Marrow,Tumor
HRS1008065,Bone Marrow,Tumor
HRS1008066,Bone Marrow,Tumor
HRS1008067,Bone Marrow,Tumor
HRS1008068,Bone Marrow,Tumor
HRS1008069,Bone Marrow,Tumor
HRS1008070,Bone Marrow,Tumor
HRS1008071,Bone Marrow,Tumor
HRS1008072,Bone Marrow,Tumor
HRS1008073,Bone Marrow,Tumor
HRS1008074,Bone Marrow,Tumor
HRS1008075,Bone Marrow,Tumor
HRS1008076,Bone Marrow,Tumor
HRS1008077,Bone Marrow,Tumor
HRS1008078,Bone Marrow,Tumor
HRS1008079,Bone Marrow,Tumor
HRS1008080,Bone Marrow,Tumor
HRS1008081,Bone Marrow,Tumor
HRS1008082,Bone Marrow,Tumor
HRS1008083,Bone Marrow,Tumor
HRS1008084,Bone Marrow,Tumor
HRS1008085,Bone Marrow,Tumor
HRS1008086,Bone Marrow,Tumor
HRS1008087,Bone Marrow,Tumor
HRS1008088,Bone Marrow,Tumor
HRS1008089,Bone Marrow,Tumor
HRS1008090,Bone Marrow,Tumor
HRS1008091,Bone Marrow,Tumor
HRS1008092,Bone Marrow,Tumor
HRS1008093,Bone Marrow,Tumor
HRS1008094,Bone Marrow,Tumor
HRS1008095,Bone Marrow,Tumor
HRS1008096,Bone Marrow,Tumor
HRS1008097,Bone Marrow,Tumor
HRS1008098,Bone Marrow,Tumor
HRS1008099,Bone Marrow,Tumor
HRS1008100,Bone Marrow,Tumor
HRS1008101,Bone Marrow,Tumor
HRS1008102,Bone Marrow,Tumor
HRS1008103,Bone Marrow,Tumor
HRS1008104,Bone Marrow,Tumor
HRS1008105,Bone Marrow,Tumor
HRS1008106,Bone Marrow,Tumor
HRS1008107,Bone Marrow,Tumor
HRS1008108,Bone Marrow,Tumor
HRS1008109,Bone Marrow,Tumor
HRS1008110,Bone Marrow,Tumor
HRS1008111,Bone Marrow,Tumor
HRS1008112,Bone Marrow,Tumor
HRS1008113,Bone Marrow,Tumor
HRS1008114,Bone Marrow,Tumor
HRS1008115,Bone Marrow,Tumor
HRS1008116,Bone Marrow,Tumor
HRS1008117,Bone Marrow,Tumor
HRS1008118,Bone Marrow,Tumor
HRS1008119,Bone Marrow,Tumor
HRS1008120,Bone Marrow,Tumor
HRS1008121,Bone Marrow,Tumor
HRS1008122,Bone Marrow,Tumor
HRS1008123,Bone Marrow,Tumor
HRS1008124,Bone Marrow,Tumor
HRS1008125,Bone Marrow,Tumor
HRS1008126,Bone Marrow,Tumor
HRS1008127,Bone Marrow,Tumor
HRS1008128,Bone Marrow,Tumor
HRS1008129,Bone Marrow,Tumor
HRS1008130,Bone Marrow,Tumor
HRS1008131,Bone Marrow,Tumor
HRS1008132,Bone Marrow,Tumor
HRS1008133,Bone Marrow,Tumor
HRS1008134,Bone Marrow,Tumor
HRS1008135,Bone Marrow,Tumor
HRS1008136,Bone Marrow,Tumor
HRS1008137,Bone Marrow,Tumor
HRS1008138,Bone Marrow,Tumor
HRS1008139,Bone Marrow,Tumor
HRS1008140,Bone Marrow,Tumor
HRS1008141,Bone Marrow,Tumor
HRS1008142,Bone Marrow,Tumor
HRS1008143,Bone Marrow,Tumor
HRS1008144,Bone Marrow,Tumor
HRS1008145,Bone Marrow,Tumor
HRS1008146,Bone Marrow,Tumor
HRS1008147,Bone Marrow,Tumor
HRS1008148,Bone Marrow,Tumor
HRS1008149,Bone Marrow,Tumor
HRS1008150,Bone Marrow,Tumor
HRS1008151,Bone Marrow,Tumor
HRS1008152,Bone Marrow,Tumor
HRS1008153,Bone Marrow,Tumor
HRS1008154,Bone Marrow,Tumor
HRS1008155,Bone Marrow,Tumor
HRS1008156,Bone Marrow,Tumor
HRS1008157,Bone Marrow,Tumor
HRS1008158,Bone Marrow,Tumor
HRS1008159,Bone Marrow,Tumor
HRS1008160,Bone Marrow,Tumor
HRS1008161,Bone Marrow,Tumor
HRS1008162,Bone Marrow,Tumor
HRS1008163,Bone Marrow,Tumor
HRS1008164,Bone Marrow,Tumor
HRS1008165,Bone Marrow,Tumor
HRS1008166,Bone Marrow,Tumor
HRS1008167,Bone Marrow,Tumor
HRS1008168,Bone Marrow,Tumor
HRS1008169,Bone Marrow,Tumor
HRS1008170,Bone Marrow,Tumor
HRS1008171,Bone Marrow,Tumor
HRS1008172,Bone Marrow,Tumor
HRS1008173,Bone Marrow,Tumor
HRS1008174,Bone Marrow,Tumor
HRS1008175,Bone Marrow,Tumor
HRS1008176,Bone Marrow,Tumor
HRS1008177,Bone Marrow,Tumor
HRS1008178,Bone Marrow,Tumor
HRS1008179,Bone Marrow,Tumor
HRS1008180,Bone Marrow,Tumor
HRS1008181,Bone Marrow,Tumor
HRS1008182,Bone Marrow,Tumor
HRS1008183,Bone Marrow,Tumor
HRS1008184,Bone Marrow,Tumor
HRS1008185,Bone Marrow,Tumor
HRS1008186,Bone Marrow,Tumor
HRS1008187,Bone Marrow,Tumor
HRS1008188,Bone Marrow,Tumor
HRS1008189,Bone Marrow,Tumor
HRS1008190,Bone Marrow,Tumor
HRS1008191,Bone Marrow,Tumor
HRS1008192,Bone Marrow,Tumor
HRS1008193,Bone Marrow,Tumor
HRS1008194,Bone Marrow,Tumor
HRS1008195,Bone Marrow,Tumor
HRS1008196,Bone Marrow,Tumor
HRS1008197,Bone Marrow,Tumor
HRS1008198,Bone Marrow,Tumor
HRS1008199,Bone Marrow,Tumor
HRS1008200,Bone Marrow,Tumor
HRS1008201,Bone Marrow,Tumor
HRS1008202,Bone Marrow,Tumor
HRS1008203,Bone Marrow,Tumor
HRS1008204,Bone Marrow,Tumor
HRS1008205,Bone Marrow,Tumor
HRS1008206,Bone Marrow,Tumor
HRS1008207,Bone Marrow,Tumor
HRS1008208,Bone Marrow,Tumor
HRS1008209,Bone Marrow,Tumor
HRS1008210,Bone Marrow,Tumor
HRS1008211,Bone Marrow,Tumor
HRS1008212,Bone Marrow,Tumor
HRS1008213,Bone Marrow,Tumor
HRS1008214,Bone Marrow,Tumor
HRS1008215,Bone Marrow,Tumor
HRS1008216,Bone Marrow,Tumor
HRS1008217,Bone Marrow,Tumor
HRS1008218,Bone Marrow,Tumor
HRS1008219,Bone Marrow,Tumor
HRS1008220,Bone Marrow,Tumor
HRS1008221,Bone Marrow,Tumor
HRS1008222,Bone Marrow,Tumor
HRS1008223,Bone Marrow,Tumor
HRS1008224,Bone Marrow,Tumor
HRS1008225,Bone Marrow,Tumor
HRS1008226,Bone Marrow,Tumor
HRS1008227,Bone Marrow,Tumor
HRS1008228,Bone Marrow,Tumor
HRS1008229,Bone Marrow,Tumor
HRS1008230,Bone Marrow,Tumor
HRS1008231,Bone Marrow,Tumor
HRS1008232,Bone Marrow,Tumor
HRS1008233,Bone Marrow,Tumor
HRS1008234,Bone Marrow,Tumor
HRS1008235,Bone Marrow,Tumor
HRS1008236,Bone Marrow,Tumor
HRS1008237,Bone Marrow,Tumor
HRS1008238,Bone Marrow,Tumor
HRS1008239,Bone Marrow,Tumor
HRS1008240,Bone Marrow,Tumor
HRS1008241,Bone Marrow,Tumor
HRS1008242,Bone Marrow,Tumor
HRS1008243,Bone Marrow,Tumor
HRS1008244,Bone Marrow,Tumor
HRS1008245,Bone Marrow,Tumor
HRS1008246,Bone Marrow,Tumor
HRS1008247,Bone Marrow,Tumor
HRS1008248,Bone Marrow,Tumor
HRS1008249,Bone Marrow,Tumor
HRS1008250,Bone Marrow,Tumor
HRS1008251,Bone Marrow,Tumor
HRS1008252,Bone Marrow,Tumor
HRS1008253,Bone Marrow,Tumor
HRS1008254,Bone Marrow,Tumor
HRS1008255,Bone Marrow,Tumor
HRS1008256,Bone Marrow,Tumor
HRS1008257,Bone Marrow,Tumor
HRS1008258,Bone Marrow,Tumor
HRS1008259,Bone Marrow,Tumor
HRS1008260,Bone Marrow,Tumor
HRS1008261,Bone Marrow,Tumor
HRS1008262,Bone Marrow,Tumor
HRS1008263,Bone Marrow,Tumor
HRS1008264,Bone Marrow,Tumor
HRS1008265,Bone Marrow,Tumor
HRS1008266,Bone Marrow,Tumor
HRS1008267,Bone Marrow,Tumor
HRS1008268,Bone Marrow,Tumor
HRS1008269,Bone Marrow,Tumor
HRS1008270,Bone Marrow,Tumor
HRS1008271,Bone Marrow,Tumor
HRS1008272,Bone Marrow,Tumor
HRS1008273,Bone Marrow,Tumor
HRS1008274,Bone Marrow,Tumor
HRS1008275,Bone Marrow,Tumor
HRS1008276,Bone Marrow,Tumor
HRS1008277,Bone Marrow,Tumor
HRS1008278,Bone Marrow,Tumor
HRS1008279,Bone Marrow,Tumor
HRS1008280,Bone Marrow,Tumor
HRS1008281,Bone Marrow,Tumor
HRS1008282,Bone Marrow,Tumor
HRS1008283,Bone Marrow,Tumor
HRS1008284,Bone Marrow,Tumor
HRS1008285,Bone Marrow,Tumor
HRS1008286,Bone Marrow,Tumor
HRS1008287,Bone Marrow,Tumor
HRS1008288,Bone Marrow,Tumor
HRS1008289,Bone Marrow,Tumor
HRS1008290,Bone Marrow,Tumor
HRS1008291,Bone Marrow,Tumor
HRS1008292,Bone Marrow,Tumor
HRS1008293,Bone Marrow,Tumor
HRS1008294,Bone Marrow,Tumor
HRS1008295,Bone Marrow,Tumor
HRS1008296,Bone Marrow,Tumor
HRS1008297,Bone Marrow,Tumor
HRS1008298,Bone Marrow,Tumor
HRS1008299,Bone Marrow,Tumor
HRS1008300,Bone Marrow,Tumor
HRS1008301,Bone Marrow,Tumor
HRS1008302,Bone Marrow,Tumor
HRS1008303,Bone Marrow,Tumor
HRS1008304,Bone Marrow,Tumor
HRS1008305,Bone Marrow,Tumor
HRS1008306,Bone Marrow,Tumor
HRS1008307,Bone Marrow,Tumor
HRS1008308,Bone Marrow,Tumor
HRS1008309,Bone Marrow,Tumor
HRS1008310,Bone Marrow,Tumor
HRS1008311,Bone Marrow,Tumor
HRS1008312,Bone Marrow,Tumor
HRS1008313,Bone Marrow,Tumor
HRS1008314,Bone Marrow,Tumor
HRS1008315,Bone Marrow,Tumor
HRS1008316,Bone Marrow,Tumor
HRS1008317,Bone Marrow,Tumor
HRS1008318,Bone Marrow,Tumor
HRS1008319,Bone Marrow,Tumor
HRS1008320,Bone Marrow,Tumor
HRS1008321,Bone Marrow,Tumor
HRS1008322,Bone Marrow,Tumor
HRS1008323,Bone Marrow,Tumor
HRS1008324,Bone Marrow,Tumor
HRS1008325,Bone Marrow,Tumor
HRS1008326,Bone Marrow,Tumor
HRS1008327,Bone Marrow,Tumor
HRS1008328,Bone Marrow,Tumor
HRS1008329,Bone Marrow,Tumor
HRS1008330,Bone Marrow,Tumor
HRS1008331,Bone Marrow,Tumor
HRS1008332,Bone Marrow,Tumor
HRS1008333,Bone Marrow,Tumor
HRS1008334,Bone Marrow,Tumor
HRS1008335,Bone Marrow,Tumor
HRS1008336,Bone Marrow,Tumor
HRS1008337,Bone Marrow,Tumor
HRS1008338,Bone Marrow,Tumor
HRS1008339,Bone Marrow,Tumor
HRS1008340,Bone Marrow,Tumor
HRS1008341,Bone Marrow,Tumor
HRS1008342,Bone Marrow,Tumor
HRS1008343,Bone Marrow,Tumor
HRS1008344,Bone Marrow,Tumor
HRS1008345,Bone Marrow,Tumor
HRS1008346,Bone Marrow,Tumor
HRS1008347,Bone Marrow,Tumor
HRS1008348,Bone Marrow,Tumor
HRS1008349,Bone Marrow,Tumor
HRS1008350,Bone Marrow,Tumor
HRS1008351,Bone Marrow,Tumor
HRS1008352,Bone Marrow,Tumor
HRS1008353,Bone Marrow,Tumor
HRS1008354,Bone Marrow,Tumor
HRS1008355,Bone Marrow,Tumor
HRS1008356,Bone Marrow,Tumor
HRS1008357,Bone Marrow,Tumor
HRS1008358,Bone Marrow,Tumor
HRS1008359,Bone Marrow,Tumor
HRS1008360,Bone Marrow,Tumor
HRS1008361,Bone Marrow,Tumor
HRS1008362,Bone Marrow,Tumor
HRS1008363,Bone Marrow,Tumor
HRS1008364,Bone Marrow,Tumor
HRS1008365,Bone Marrow,Tumor
HRS1008366,Bone Marrow,Tumor
HRS1008367,Bone Marrow,Tumor
HRS1008368,Bone Marrow,Tumor
HRS1008369,Bone Marrow,Tumor
HRS1008370,Bone Marrow,Tumor
HRS1008371,Bone Marrow,Tumor
HRS1008372,Bone Marrow,Tumor
HRS1008373,Bone Marrow,Tumor
HRS1008374,Bone Marrow,Tumor
HRS1008375,Bone Marrow,Tumor
HRS1008376,Bone Marrow,Tumor
HRS1008377,Bone Marrow,Tumor
HRS1008378,Bone Marrow,Tumor
HRS1008379,Bone Marrow,Tumor
HRS1008380,Bone Marrow,Tumor
HRS1008381,Bone Marrow,Tumor
HRS1008382,Bone Marrow,Tumor
HRS1008383,Bone Marrow,Tumor
HRS1008384,Bone Marrow,Tumor
HRS1008385,Bone Marrow,Tumor
HRS1008386,Bone Marrow,Tumor
HRS1008387,Bone Marrow,Tumor
HRS1008388,Bone Marrow,Tumor
HRS1008389,Bone Marrow,Tumor
HRS1008390,Bone Marrow,Tumor
HRS1008391,Bone Marrow,Tumor
HRS1008392,Bone Marrow,Tumor
HRS1008393,Bone Marrow,Tumor
HRS1008394,Bone Marrow,Tumor
HRS1008395,Bone Marrow,Tumor
HRS1008396,Bone Marrow,Tumor
HRS1008397,Bone Marrow,Tumor
HRS1008398,Bone Marrow,Tumor
HRS1008399,Bone Marrow,Tumor
HRS1008400,Bone Marrow,Tumor
HRS1008401,Bone Marrow,Tumor
HRS1008402,Bone Marrow,Tumor
HRS1008403,Bone Marrow,Tumor
HRS1008404,Bone Marrow,Tumor
HRS1008405,Bone Marrow,Tumor
HRS1008406,Bone Marrow,Tumor
HRS1008407,Bone Marrow,Tumor
HRS1008408,Bone Marrow,Tumor
HRS1008409,Bone Marrow,Tumor
HRS1008410,Bone Marrow,Tumor
HRS1008411,Bone Marrow,Tumor
HRS1008412,Bone Marrow,Tumor
HRS1008413,Bone Marrow,Tumor
HRS1008414,Bone Marrow,Tumor
HRS1008415,Bone Marrow,Tumor
HRS1008416,Bone Marrow,Tumor
HRS1008417,Bone Marrow,Tumor
HRS1008418,Bone Marrow,Tumor
HRS1008419,Bone Marrow,Tumor
HRS1008420,Bone Marrow,Tumor
HRS1008421,Bone Marrow,Tumor
HRS1008422,Bone Marrow,Tumor
HRS1008423,Bone Marrow,Tumor
HRS1008424,Bone Marrow,Tumor
HRS1008425,Bone Marrow,Tumor
HRS1008426,Bone Marrow,Tumor
HRS1008427,Bone Marrow,Tumor
HRS1008428,Bone Marrow,Tumor
HRS1008429,Bone Marrow,Tumor
HRS1008430,Bone Marrow,Tumor
HRS1008431,Bone Marrow,Tumor
HRS1008432,Bone Marrow,Tumor
HRS1008433,Bone Marrow,Tumor
HRS1008434,Bone Marrow,Tumor
HRS1008435,Bone Marrow,Tumor
HRS1008436,Bone Marrow,Tumor
HRS1008437,Bone Marrow,Tumor
HRS1008438,Bone Marrow,Tumor
HRS1008439,Bone Marrow,Tumor
HRS1008440,Bone Marrow,Tumor
HRS1008441,Bone Marrow,Tumor
HRS1008442,Bone Marrow,Tumor
HRS1008443,Bone Marrow,Tumor
HRS1008444,Bone Marrow,Tumor
HRS1008445,Bone Marrow,Tumor
HRS1008446,Bone Marrow,Tumor
HRS1008447,Bone Marrow,Tumor
HRS1008448,Bone Marrow,Tumor
HRS1008449,Bone Marrow,Tumor
HRS1008450,Bone Marrow,Tumor
HRS1008451,Bone Marrow,Tumor
HRS1008452,Bone Marrow,Tumor
HRS1008453,Bone Marrow,Tumor
HRS1008454,Bone Marrow,Tumor
HRS1008455,Bone Marrow,Tumor
HRS1008456,Bone Marrow,Tumor
HRS1008457,Bone Marrow,Tumor
HRS1008458,Bone Marrow,Tumor
HRS1008459,Bone Marrow,Tumor
HRS1008460,Bone Marrow,Tumor
HRS1008461,Bone Marrow,Tumor
HRS1008462,Bone Marrow,Tumor
HRS1008463,Bone Marrow,Tumor
HRS1008464,Bone Marrow,Tumor
HRS1008465,Bone Marrow,Tumor
HRS1008466,Bone Marrow,Tumor
HRS1008467,Bone Marrow,Tumor
HRS1008468,Bone Marrow,Tumor
HRS1008469,Bone Marrow,Tumor
HRS1008470,Bone Marrow,Tumor
HRS1008471,Bone Marrow,Tumor
HRS1008472,Bone Marrow,Tumor
HRS1008473,Bone Marrow,Tumor
HRS1008474,Bone Marrow,Tumor
HRS1008475,Bone Marrow,Tumor
HRS1008476,Bone Marrow,Tumor
HRS1008477,Bone Marrow,Tumor
HRS1008478,Bone Marrow,Tumor
HRS1008479,Bone Marrow,Tumor
HRS1008480,Bone Marrow,Tumor
HRS1008481,Bone Marrow,Tumor
HRS1008482,Bone Marrow,Tumor
HRS1008483,Bone Marrow,Tumor
HRS1008484,Bone Marrow,Tumor
HRS1008485,Bone Marrow,Tumor
HRS1008486,Bone Marrow,Tumor
HRS1008487,Bone Marrow,Tumor
HRS1008488,Bone Marrow,Tumor
HRS1008489,Bone Marrow,Tumor
HRS1008490,Bone Marrow,Tumor
HRS1008491,Bone Marrow,Tumor
HRS1008492,Bone Marrow,Tumor
HRS1008493,Bone Marrow,Tumor
HRS1008494,Bone Marrow,Tumor
HRS1008495,Bone Marrow,Tumor
HRS1008496,Bone Marrow,Tumor
HRS1008497,Bone Marrow,Tumor
HRS1008498,Bone Marrow,Tumor
HRS1008499,Bone Marrow,Tumor
HRS1008500,Bone Marrow,Tumor
HRS1008501,Bone Marrow,Tumor
HRS1008502,Bone Marrow,Tumor
HRS1008503,Bone Marrow,Tumor
HRS1008504,Bone Marrow,Tumor
HRS1008505,Bone Marrow,Tumor
HRS1008506,Bone Marrow,Tumor
HRS1008507,Bone Marrow,Tumor
HRS1008508,Bone Marrow,Tumor
HRS1008509,Bone Marrow,Tumor
HRS1008510,Bone Marrow,Tumor
HRS1008511,Bone Marrow,Tumor
HRS1008512,Bone Marrow,Tumor
HRS1008513,Bone Marrow,Tumor
HRS1008514,Bone Marrow,Tumor
HRS1008515,Bone Marrow,Tumor
HRS1008516,Bone Marrow,Tumor
HRS1008517,Bone Marrow,Tumor
HRS1008518,Bone Marrow,Tumor
HRS1008519,Bone Marrow,Tumor
HRS1008520,Bone Marrow,Tumor
HRS1008521,Bone Marrow,Tumor
HRS1008522,Bone Marrow,Tumor
HRS1008523,Bone Marrow,Tumor
HRS1008524,Bone Marrow,Tumor
HRS1008525,Bone Marrow,Tumor
HRS1008526,Bone Marrow,Tumor
HRS1008527,Bone Marrow,Tumor
HRS1008528,Bone Marrow,Tumor
HRS1008529,Bone Marrow,Tumor
HRS1008530,Bone Marrow,Tumor
HRS1008531,Bone Marrow,Tumor
HRS1008532,Bone Marrow,Tumor
HRS1008533,Bone Marrow,Tumor
HRS1008534,Bone Marrow,Tumor
HRS1008535,Bone Marrow,Tumor
HRS1008536,Bone Marrow,Tumor
HRS1008537,Bone Marrow,Tumor
HRS1008538,Bone Marrow,Tumor
HRS1008539,Bone Marrow,Tumor
HRS1008540,Bone Marrow,Tumor
HRS1008541,Bone Marrow,Tumor
HRS1008542,Bone Marrow,Tumor
HRS1008543,Bone Marrow,Tumor
HRS1008544,Bone Marrow,Tumor
HRS1008545,Bone Marrow,Tumor
HRS1008546,Bone Marrow,Tumor
HRS1008547,Bone Marrow,Tumor
HRS1008548,Bone Marrow,Tumor
HRS1008549,Bone Marrow,Tumor
HRS1008550,Bone Marrow,Tumor
HRS1008551,Bone Marrow,Tumor
HRS1008552,Bone Marrow,Tumor
HRS1008553,Bone Marrow,Tumor
HRS1008554,Bone Marrow,Tumor
HRS1008555,Bone Marrow,Tumor
HRS1008556,Bone Marrow,Tumor
HRS1008557,Bone Marrow,Tumor
HRS1008558,Bone Marrow,Tumor
HRS1008559,Bone Marrow,Tumor
HRS1008560,Bone Marrow,Tumor
HRS1008561,Bone Marrow,Tumor
HRS1008562,Bone Marrow,Tumor
HRS1008563,Bone Marrow,Tumor
HRS1008564,Bone Marrow,Tumor
HRS1008565,Bone Marrow,Tumor
HRS1008566,Bone Marrow,Tumor
HRS1008567,Bone Marrow,Tumor
HRS1008568,Bone Marrow,Tumor
HRS1008569,Bone Marrow,Tumor
HRS1008570,Bone Marrow,Tumor
HRS1008571,Bone Marrow,Tumor
HRS1008572,Bone Marrow,Tumor
HRS1008573,Bone Marrow,Tumor
HRS1008574,Bone Marrow,Tumor
HRS1008575,Bone Marrow,Tumor
HRS1008576,Bone Marrow,Tumor
HRS1008577,Bone Marrow,Tumor
HRS1008578,Bone Marrow,Tumor
HRS1008579,Bone Marrow,Tumor
HRS1008580,Bone Marrow,Tumor
HRS1008581,Bone Marrow,Tumor
HRS1008582,Bone Marrow,Tumor
HRS1029912,Organoid,Tumor
HRS1029913,Patient Solid Tissue,Tumor
HRS1029914,Patient Solid Tissue,Tumor
HRS1029915,Blood,Normal
HRS1029916,Organoid,Tumor
HRS1029917,Organoid,Tumor
HRS1029918,Organoid,Tumor
HRS1029919,Patient Solid Tissue,Tumor
HRS1029920,Patient Solid Tissue,Tumor
HRS1029921,Organoid,Tumor
HRS1029922,Organoid,Tumor
HRS1029923,Organoid,Tumor
HRS1029924,Patient Solid Tissue,Tumor
HRS1029925,Patient Solid Tissue,Tumor
HRS1029926,Patient Solid Tissue,Tumor
HRS1029927,Organoid,Tumor
HRS1029928,Organoid,Tumor
HRS1029929,Organoid,Tumor
HRS1029930,Organoid,Tumor
HRS1029931,Organoid,Tumor
HRS1029932,Patient Solid Tissue,Tumor
HRS1029933,Patient Solid Tissue,Tumor
HRS1029934,Patient Solid Tissue,Tumor
HRS1029935,Patient Solid Tissue,Tumor
HRS1029936,Patient Solid Tissue,Normal
HRS1029937,Organoid,Tumor
HRS1029938,Organoid,Tumor
HRS1029939,Organoid,Tumor
HRS1029940,Patient Solid Tissue,Tumor
HRS1029941,Patient Solid Tissue,Tumor
HRS1029942,Patient Solid Tissue,Tumor
HRS1029943,Patient Solid Tissue,Normal
HRS1029944,Organoid,Tumor
HRS1029945,Patient Solid Tissue,Tumor
HRS1029946,Organoid,Tumor
HRS1029947,Patient Solid Tissue,Tumor
HRS1029948,Blood,Normal
HRS1029949,Organoid,Tumor
HRS1029950,Patient Solid Tissue,Tumor
HRS1029951,Patient Solid Tissue,Tumor
HRS1029952,Organoid,Tumor
HRS1029953,Organoid,Tumor
HRS1029954,Organoid,Tumor
HRS1029955,Organoid,Tumor
HRS1029956,Organoid,Tumor
HRS1029957,Patient Solid Tissue,Tumor
HRS1029958,Patient Solid Tissue,Tumor
HRS1029959,Patient Solid Tissue,Tumor
HRS1029960,Patient Solid Tissue,Tumor
HRS1029961,Patient Solid Tissue,Normal
HRS1029962,Organoid,Tumor
HRS1029963,Patient Solid Tissue,Tumor
HRS1029964,Patient Solid Tissue,Normal
HRS1029965,Organoid,Tumor
HRS1029966,Organoid,Tumor
HRS1029967,Patient Solid Tissue,Tumor
HRS1029968,Patient Solid Tissue,Normal
HRS1029969,Organoid,Tumor
HRS1029970,Patient Solid Tissue,Tumor
HRS1029971,Patient Solid Tissue,Tumor
HRS1029972,Organoid,Tumor
HRS1029973,Organoid,Tumor
HRS1029974,Patient Solid Tissue,Tumor
HRS1029975,Patient Solid Tissue,Tumor
HRS1029976,Patient Solid Tissue,Normal
HRS1029977,Organoid,Tumor
HRS1029978,Organoid,Tumor
HRS1029979,Organoid,Tumor
HRS1029980,Patient Solid Tissue,Tumor
HRS1029981,Patient Solid Tissue,Tumor
HRS1029982,Patient Solid Tissue,Tumor
HRS1029983,Blood,Normal
HRS1029984,Organoid,Tumor
HRS1029985,Organoid,Tumor
HRS1029986,Organoid,Tumor
HRS1029987,Patient Solid Tissue,Tumor
HRS1029988,Patient Solid Tissue,Tumor
HRS1029989,Patient Solid Tissue,Tumor
HRS1029990,Blood,Normal
HRS1029991,Organoid,Tumor
HRS1029992,Organoid,Tumor
HRS1029993,Organoid,Tumor
HRS1029994,Patient Solid Tissue,Tumor
